1.0	0.0
1.00509	0.0
1.01019	0.0
1.01027	8.00000000001e-05
1.01622	0.0
1.0213	0.0
1.02225	0.00095
1.02819	0.0
1.03328	0.0
1.03422	0.00094
1.03516	0.00188
1.04016	0.0
1.04525	0.0
1.0462	0.00095
1.04714	0.00189
1.0512	0.0
1.05308	0.0
1.05628	0.0
1.05723	0.00095
1.05817	0.00189
1.05911	0.00094
1.06006	0.00189
1.061	0.00283
1.06317	0.0
1.06506	0.0
1.06695	0.0
1.06826	0.0
1.0692	0.00094
1.07014	0.00188
1.07109	0.00095
1.07203	0.00189
1.07298	0.00284
1.07392	0.00189
1.07486	0.00283
1.07514	0.00311
1.07581	0.00067
1.07703	0.0
1.07892	0.0
1.08023	0.0
1.08081	0.00058
1.08117	0.00094
1.08212	0.00131
1.08306	0.00094
1.08401	0.00189
1.08495	0.00283
1.08589	0.00188
1.08617	0.00216
1.08684	0.00283
1.08778	0.00189
1.08806	0.00217
1.08873	0.00284
1.08967	0.0035
1.08995	0.00189
1.09061	0.00066
1.09156	0.0003
1.09184	0.00058
1.0925	0.00124
1.09345	0.00161
1.09373	0.00058
1.09439	0.00124
1.09533	0.00218
1.09561	0.00188
1.09628	0.00124
1.09722	0.00218
1.0975	0.00246
1.09817	0.00256
1.09911	0.00219
1.09939	0.00247
1.10005	0.00313
1.101	0.0035
1.10128	0.00247
1.10194	0.00313
1.10289	0.00408
1.10317	0.00378
1.10383	0.00313
1.10477	0.00407
1.10505	0.00435
1.10572	0.00444
1.10666	0.00407
1.10694	0.00435
1.10761	0.00502
1.10855	0.00538
1.10883	0.00435
1.10949	0.00501
1.11044	0.00596
1.11072	0.00567
1.11138	0.00502
1.11233	0.00597
1.11261	0.00567
1.11327	0.00502
1.11421	0.00596
1.11449	0.00566
1.11516	0.00502
1.1161	0.00596
1.11638	0.00566
1.11705	0.00502
1.11799	0.00596
1.11827	0.00566
1.11893	0.00501
1.11988	0.00596
1.12016	0.00567
1.12082	0.00502
1.12177	0.00597
1.12205	0.00567
1.12271	0.00502
1.12365	0.00596
1.12393	0.00566
1.1246	0.00502
1.12554	0.00596
1.12582	0.00566
1.12649	0.00502
1.12743	0.00596
1.12771	0.00566
1.12837	0.00501
1.12932	0.00596
1.1296	0.00567
1.13026	0.00502
1.13121	0.00597
1.13149	0.00567
1.13215	0.00502
1.13309	0.00596
1.13337	0.00566
1.13404	0.00502
1.13498	0.00596
1.13526	0.00566
1.13593	0.00502
1.13687	0.00596
1.13715	0.00566
1.13781	0.00501
1.13876	0.00596
1.13904	0.00567
1.1397	0.00502
1.14065	0.00597
1.14093	0.00567
1.14159	0.00502
1.14253	0.00596
1.14281	0.00566
1.14348	0.00502
1.14442	0.00596
1.1447	0.00566
1.14537	0.00502
1.14631	0.00596
1.14659	0.00566
1.14725	0.00501
1.1482	0.00596
1.14848	0.00567
1.14914	0.00502
1.14942	0.0053
1.15009	0.00539
1.15037	0.00436
1.15103	0.00502
1.15131	0.00472
1.15197	0.00407
1.15225	0.00435
1.15292	0.00444
1.1532	0.00378
1.15386	0.00407
1.15414	0.00435
1.15481	0.00444
1.15509	0.00378
1.15575	0.00407
1.15603	0.00435
1.15669	0.00444
1.15697	0.00377
1.15764	0.00408
1.15792	0.00436
1.15858	0.00444
1.15886	0.00435
1.15953	0.00444
1.15981	0.00436
1.16047	0.00444
1.16075	0.00435
1.16141	0.00444
1.16169	0.00377
1.16236	0.0035
1.16264	0.00283
1.1633	0.00255
1.16358	0.00189
1.16425	0.00161
1.16453	0.00095
1.16519	0.00066
1.16547	0.0
1.16613	0.0
1.16641	0.00028
1.16708	0.00095
1.16736	0.00123
1.16802	0.00189
1.1683	0.00217
1.16897	0.00284
1.16925	0.00312
1.16991	0.00378
1.17019	0.00378
1.17085	0.00349
1.17113	0.00283
1.1718	0.00255
1.17208	0.00189
1.17274	0.00161
1.17302	0.00094
1.17369	0.00067
1.17397	0.0
1.17491	0.0
1.17585	0.0
1.1768	0.0
1.17774	0.0
1.17869	0.0
1.17905	0.0
1.17963	0.0
1.18	0.0
1.18094	0.0
1.18188	0.0
1.18283	0.0
1.18377	0.0
1.18472	0.0
1.185	0.00028
1.18566	0.00066
1.18594	0.0
1.18688	0.0
1.18783	0.0
1.18877	0.0
1.18972	0.0
1.19008	0.0
1.19066	0.0
1.19103	0.0
1.1916	0.0
1.19197	0.0
1.19292	0.0
1.19386	0.0
1.1948	0.0
1.19575	0.0
1.19603	0.00028
1.19669	0.00066
1.19697	0.00028
1.19764	0.00067
1.19792	0.0
1.19886	0.0
1.1998	0.0
1.20075	0.0
1.20111	0.0
1.20169	0.0
1.20206	0.0
1.20264	0.0
1.203	0.0
1.20358	0.0
1.20395	0.0
1.20489	0.0
1.20583	0.0
1.20678	0.0
1.20706	0.00028
1.20772	0.00066
1.208	0.00028
1.20867	0.00067
1.20895	0.00028
1.20961	0.00066
1.20989	0.0
1.21083	0.0
1.21178	0.0
1.21214	0.0
1.21272	0.0
1.21309	0.0
1.21367	0.0
1.21403	0.0
1.21461	0.0
1.21498	0.0
1.21555	0.0
1.21592	0.0
1.21686	0.0
1.21781	0.0
1.21809	0.00028
1.21875	0.00066
1.21903	0.00028
1.2197	0.00067
1.21998	0.00028
1.22064	0.00066
1.22092	0.00028
1.22158	0.00066
1.22186	0.0
1.22281	0.0
