1.0	1
1.0	0
1.00509	1
1.00509	0
1.01019	1
1.01019	0
1.01019	1
1.01027	0
1.01622	1
1.01622	0
1.0213	1
1.0213	0
1.0213	1
1.02225	0
1.02819	1
1.02819	0
1.03328	1
1.03328	0
1.03328	1
1.03328	2
1.03422	1
1.03516	0
1.04016	1
1.04016	0
1.04525	1
1.04525	0
1.04525	1
1.04525	2
1.0462	1
1.04714	0
1.0512	1
1.0512	0
1.05308	1
1.05308	0
1.05628	1
1.05628	0
1.05628	1
1.05628	2
1.05723	1
1.05817	0
1.05817	1
1.05817	2
1.05817	3
1.05911	2
1.06006	1
1.061	0
1.06317	1
1.06317	0
1.06506	1
1.06506	0
1.06695	1
1.06695	0
1.06826	1
1.06826	0
1.06826	1
1.06826	2
1.0692	1
1.07014	0
1.07014	1
1.07014	2
1.07014	3
1.07109	2
1.07203	1
1.07203	2
1.07203	3
1.07203	4
1.07298	3
1.07392	2
1.07486	1
1.07514	2
1.07514	1
1.07581	0
1.07703	1
1.07703	0
1.07892	1
1.07892	0
1.08023	1
1.08023	0
1.08023	1
1.08023	2
1.08081	3
1.08081	2
1.08117	1
1.08212	0
1.08212	1
1.08212	2
1.08212	3
1.08306	2
1.08401	1
1.08401	2
1.08401	3
1.08401	4
1.08495	3
1.08589	2
1.08589	3
1.08589	4
1.08589	5
1.08617	6
1.08617	5
1.08684	4
1.08778	3
1.08806	4
1.08806	3
1.08873	2
1.08967	1
1.08995	2
1.08995	1
1.09061	0
1.09126	1
1.09126	2
1.09126	3
1.09156	2
1.09184	3
1.09184	2
1.0925	1
1.09315	2
1.09315	3
1.09315	4
1.09345	3
1.09373	4
1.09373	3
1.09439	2
1.09504	3
1.09504	4
1.09504	5
1.09533	4
1.09561	5
1.09561	4
1.09628	3
1.09692	4
1.09692	5
1.09692	6
1.09722	5
1.0975	6
1.0975	5
1.09817	4
1.09881	5
1.09881	6
1.09881	7
1.09911	6
1.09939	7
1.09939	6
1.10005	5
1.1007	6
1.1007	7
1.1007	8
1.101	7
1.10128	8
1.10128	7
1.10194	6
1.10259	7
1.10259	8
1.10259	9
1.10289	8
1.10317	9
1.10317	8
1.10383	7
1.10448	8
1.10448	9
1.10448	10
1.10477	9
1.10505	10
1.10505	9
1.10572	8
1.10636	9
1.10636	10
1.10666	9
1.10694	10
1.10694	9
1.10761	8
1.10825	9
1.10825	10
1.10855	9
1.10883	10
1.10883	9
1.10949	8
1.11014	9
1.11014	10
1.11044	9
1.11072	10
1.11072	9
1.11138	8
1.11203	9
1.11203	10
1.11233	9
1.11261	10
1.11261	9
1.11327	8
1.11392	9
1.11392	10
1.11421	9
1.11449	10
1.11449	9
1.11516	8
1.1158	9
1.1158	10
1.1161	9
1.11638	10
1.11638	9
1.11705	8
1.11769	9
1.11769	10
1.11799	9
1.11827	10
1.11827	9
1.11893	8
1.11958	9
1.11958	10
1.11988	9
1.12016	10
1.12016	9
1.12082	8
1.12147	9
1.12147	10
1.12177	9
1.12205	10
1.12205	9
1.12271	8
1.12336	9
1.12336	10
1.12365	9
1.12393	10
1.12393	9
1.1246	8
1.12524	9
1.12524	10
1.12554	9
1.12582	10
1.12582	9
1.12649	8
1.12713	9
1.12713	10
1.12743	9
1.12771	10
1.12771	9
1.12837	8
1.12902	9
1.12902	10
1.12932	9
1.1296	10
1.1296	9
1.13026	8
1.13091	9
1.13091	10
1.13121	9
1.13149	10
1.13149	9
1.13215	8
1.1328	9
1.1328	10
1.13309	9
1.13337	10
1.13337	9
1.13404	8
1.13468	9
1.13468	10
1.13498	9
1.13526	10
1.13526	9
1.13593	8
1.13657	9
1.13657	10
1.13687	9
1.13715	10
1.13715	9
1.13781	8
1.13846	9
1.13846	10
1.13876	9
1.13904	10
1.13904	9
1.1397	8
1.14035	9
1.14035	10
1.14065	9
1.14093	10
1.14093	9
1.14159	8
1.14224	9
1.14224	10
1.14253	9
1.14281	10
1.14281	9
1.14348	8
1.14412	9
1.14412	10
1.14442	9
1.1447	10
1.1447	9
1.14537	8
1.14601	9
1.14601	10
1.14631	9
1.14659	10
1.14659	9
1.14725	8
1.1479	9
1.1479	10
1.1482	9
1.14848	10
1.14848	9
1.14914	8
1.14942	9
1.14942	8
1.14979	9
1.14979	10
1.15009	9
1.15037	10
1.15037	9
1.15103	8
1.15131	9
1.15131	8
1.15168	9
1.15168	10
1.15197	9
1.15225	10
1.15225	9
1.15292	8
1.1532	9
1.1532	8
1.15356	9
1.15356	10
1.15386	9
1.15414	10
1.15414	9
1.15451	10
1.15481	9
1.15509	10
1.15509	9
1.15545	10
1.15575	9
1.15603	10
1.15603	9
1.1564	10
1.15669	9
1.15697	10
1.15697	9
1.15764	8
1.15792	9
1.15792	8
1.15858	7
1.15886	8
1.15886	7
1.15953	6
1.15981	7
1.15981	6
1.16047	5
1.16075	6
1.16075	5
1.16141	4
1.16169	5
1.16169	4
1.16236	3
1.16264	4
1.16264	3
1.1633	2
1.16358	3
1.16358	2
1.16425	1
1.16453	2
1.16453	1
1.16519	0
1.16547	1
1.16547	0
1.16613	1
1.16613	0
1.16613	1
1.16613	2
1.16613	3
1.16613	4
1.16613	5
1.16613	6
1.16613	7
1.16613	8
1.16641	9
1.16641	8
1.16708	7
1.16736	8
1.16736	7
1.16802	6
1.1683	7
1.1683	6
1.16897	5
1.16925	6
1.16925	5
1.16991	4
1.17019	5
1.17019	4
1.17085	3
1.17113	4
1.17113	3
1.1718	2
1.17208	3
1.17208	2
1.17274	1
1.17302	2
1.17302	1
1.17369	0
1.17397	1
1.17397	0
1.17491	1
1.17491	0
1.17585	1
1.17585	0
1.1768	1
1.1768	0
1.17774	1
1.17774	0
1.17869	1
1.17869	0
1.17905	1
1.17905	0
1.17963	1
1.17963	0
1.18	1
1.18	0
1.18094	1
1.18094	0
1.18188	1
1.18188	0
1.18283	1
1.18283	0
1.18377	1
1.18377	0
1.18472	1
1.18472	0
1.18472	1
1.185	2
1.185	1
1.18566	0
1.18594	1
1.18594	0
1.18688	1
1.18688	0
1.18783	1
1.18783	0
1.18877	1
1.18877	0
1.18972	1
1.18972	0
1.19008	1
1.19008	0
1.19066	1
1.19066	0
1.19103	1
1.19103	0
1.1916	1
1.1916	0
1.19197	1
1.19197	0
1.19292	1
1.19292	0
1.19386	1
1.19386	0
1.1948	1
1.1948	0
1.19575	1
1.19575	0
1.19575	1
1.19603	2
1.19603	1
1.19669	2
1.19669	1
1.19697	2
1.19697	1
1.19764	0
1.19792	1
1.19792	0
1.19886	1
1.19886	0
1.1998	1
1.1998	0
1.20075	1
1.20075	0
1.20111	1
1.20111	0
1.20169	1
1.20169	0
1.20206	1
1.20206	0
1.20264	1
1.20264	0
1.203	1
1.203	0
1.20358	1
1.20358	0
1.20395	1
1.20395	0
1.20489	1
1.20489	0
1.20583	1
1.20583	0
1.20678	1
1.20678	0
1.20678	1
1.20706	2
1.20706	1
1.20772	2
1.20772	1
1.208	2
1.208	1
1.20867	2
1.20867	1
1.20895	2
1.20895	1
1.20961	0
1.20989	1
1.20989	0
1.21083	1
1.21083	0
1.21178	1
1.21178	0
1.21214	1
1.21214	0
1.21272	1
1.21272	0
1.21309	1
1.21309	0
1.21367	1
1.21367	0
1.21403	1
1.21403	0
1.21461	1
1.21461	0
1.21498	1
